cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,Pennsylvania,10/26/2020,Donald Trump,10/13/2020,10/19/2020,Ipsos,653,lv,.8089218,.3733218,45,45.24244,45.44705,"",71379,133664
2020,Pennsylvania,10/26/2020,Donald Trump,10/13/2020,10/15/2020,Trafalgar Group,1041,lv,.421972,.167352,46.4,45.16103,45.40887,"",71366,133641
2020,Pennsylvania,10/26/2020,Donald Trump,9/19/2020,10/17/2020,SurveyMonkey,8360,lv,.0851393,.0052121,46,43.41577,43.79795,T,71312,133572
2020,Pennsylvania,10/26/2020,Donald Trump,9/19/2020,10/16/2020,SurveyMonkey,8250,lv,0,0,46,43.41577,43.79569,T,71254,133455
2020,Pennsylvania,10/26/2020,Donald Trump,9/18/2020,10/15/2020,SurveyMonkey,7804,lv,.0575336,.0023734,46,43.41577,43.79215,T,71193,133328
2020,Pennsylvania,10/26/2020,Donald Trump,10/12/2020,10/15/2020,Harris Insights & Analytics,992,lv,.9556867,.3838769,46,45.72326,46.00114,"",71179,133261
2020,Pennsylvania,10/26/2020,Donald Trump,9/17/2020,10/14/2020,SurveyMonkey,7258,lv,.0570829,.0021348,46,43.41577,43.78436,T,71119,133178
2020,Pennsylvania,10/26/2020,Donald Trump,10/8/2020,10/11/2020,Civiqs,600,lv,.4747206,.1117425,45,43.51621,43.86941,"",71104,133107
2020,Pennsylvania,10/26/2020,Donald Trump,10/12/2020,10/13/2020,Opinion Savvy/InsiderAdvantage,400,lv,.6207698,.2217625,42.6,42.34418,42.65987,"",71099,133095
2020,Pennsylvania,10/26/2020,Donald Trump,9/16/2020,10/13/2020,SurveyMonkey,6946,lv,.0596598,.0019713,46,43.41577,43.77472,T,71025,132971
2020,Pennsylvania,10/26/2020,Donald Trump,10/7/2020,10/12/2020,RMG Research,800,lv,.8138771,.1550464,43,43.33523,43.72593,"",70988,132833
2020,Pennsylvania,10/26/2020,Donald Trump,9/15/2020,10/12/2020,SurveyMonkey,6613,lv,.063876,.0018046,47,44.40942,44.75771,T,70963,132793
2020,Pennsylvania,10/26/2020,Donald Trump,10/10/2020,10/12/2020,Trafalgar Group,1034,lv,.5812739,.1688957,45.1,44.47988,44.7979,"",70773,132394
2020,Pennsylvania,10/26/2020,Donald Trump,10/2/2020,10/11/2020,Morning Consult,2610,lv,1.10393,.1460077,44,43.84172,44.29539,T,70760,132369
2020,Pennsylvania,10/26/2020,Donald Trump,10/6/2020,10/11/2020,Ipsos,622,lv,.748277,.1144808,44.5,44.74212,45.14668,"",70741,132339
2020,Pennsylvania,10/26/2020,Donald Trump,10/5/2020,10/9/2020,Whitman Insight Strategies,517,lv,.6249694,.1082353,46,45.62203,46.01323,"",70736,132328
2020,Pennsylvania,10/26/2020,Donald Trump,9/30/2020,10/8/2020,Baldwin Wallace University,1140,lv,.791219,.1164732,44.5,44.21765,44.59485,"",70721,132290
2020,Pennsylvania,10/26/2020,Donald Trump,10/4/2020,10/6/2020,Redfield & Wilton Strategies,927,lv,.778967,.1000737,42,43.71594,44.15522,"",70709,132263
2020,Pennsylvania,10/26/2020,Donald Trump,10/1/2020,10/5/2020,Quinnipiac University,1211,lv,1.697317,.1990815,41,42.01139,42.47333,"",70649,132109
2020,Pennsylvania,10/26/2020,Donald Trump,10/4/2020,10/5/2020,Emerson College,688,lv,1.230324,.1704589,47.4,45.88936,46.33593,"",70620,132039
2020,Pennsylvania,10/26/2020,Donald Trump,10/2/2020,10/4/2020,Change Research,468,lv,.5676956,.0646612,46,45.05674,45.47693,"",70608,132013
2020,Pennsylvania,10/26/2020,Donald Trump,9/30/2020,10/4/2020,Monmouth University,500,lv,1.129217,.1271163,44,43.78231,44.19175,"",70599,131998
2020,Pennsylvania,10/26/2020,Donald Trump,9/29/2020,10/5/2020,Ipsos,605,lv,.811814,.0625808,45,45.24244,45.65958,"",70585,131968
2020,Pennsylvania,10/26/2020,Donald Trump,9/30/2020,10/2/2020,YouGov,1187,lv,1.38223,.1413744,44,44.2897,44.74386,"",70548,131595
2020,Pennsylvania,10/26/2020,Donald Trump,9/30/2020,10/2/2020,Siena College/The New York Times Upshot,706,lv,1.463621,.1485276,42,43.2457,43.65227,"",70501,131409
2020,Pennsylvania,10/26/2020,Donald Trump,6/8/2020,6/30/2020,SurveyMonkey,2184,lv,.6113764,0,47.73,45.13562,46.37006,"",70459,131313
2020,Pennsylvania,10/26/2020,Donald Trump,7/1/2020,7/31/2020,SurveyMonkey,4208,lv,.6495393,0,47.78,45.18539,46.14864,"",70409,131211
2020,Pennsylvania,10/26/2020,Donald Trump,8/1/2020,8/31/2020,SurveyMonkey,3531,lv,.641258,0,44.97,42.39369,42.57239,"",70359,131109
2020,Pennsylvania,10/26/2020,Donald Trump,9/1/2020,9/30/2020,SurveyMonkey,4613,lv,.5829381,0,46.42,43.83294,43.90739,T,70307,131002
2020,Pennsylvania,10/26/2020,Donald Trump,9/23/2020,9/25/2020,Redfield & Wilton Strategies,1015,lv,.7458905,0,44,45.72688,45.95913,"",70126,130653
2020,Pennsylvania,10/26/2020,Donald Trump,8/26/2020,9/1/2020,ALG Research,500,lv,.6473723,0,44,44.18192,44.1583,"",70092,130584
2020,Pennsylvania,10/26/2020,Donald Trump,9/21/2020,9/26/2020,ABC News/The Washington Post,568,lv,1.245238,0,45,44.66668,44.89365,"",70024,130435
2020,Pennsylvania,10/26/2020,Donald Trump,9/25/2020,9/27/2020,Siena College/The New York Times Upshot,711,lv,1.473294,.0124613,40,41.23483,41.48429,"",70017,130426
2020,Pennsylvania,10/26/2020,Donald Trump,9/24/2020,9/26/2020,IBD/TIPP,774,lv,1.443998,0,44.7,44.40053,44.64671,"",70001,130391
2020,Pennsylvania,10/26/2020,Donald Trump,9/17/2020,9/19/2020,Garin-Hart-Yang Research Group,400,lv,.565323,0,42,43.508,43.60435,"",69984,130329
2020,Pennsylvania,10/26/2020,Donald Trump,9/18/2020,9/21/2020,Trafalgar Group,1006,lv,.4334761,0,45.9,44.66245,44.78403,"",69966,130296
2020,Pennsylvania,10/26/2020,Donald Trump,9/20/2020,9/23/2020,Fox News/Beacon Research/Shaw & Co. Research,856,lv,1.524044,0,44,44.38491,44.58878,"",69962,130284
2020,Pennsylvania,10/26/2020,Donald Trump,9/10/2020,9/21/2020,YouGov,642,lv,.9724195,0,45,45.29049,45.36672,"",69715,130005
2020,Pennsylvania,10/26/2020,Donald Trump,9/14/2020,9/20/2020,Franklin & Marshall College,480,lv,.7896083,0,42,42.56715,42.63674,"",69708,129978
2020,Pennsylvania,10/26/2020,Donald Trump,9/15/2020,9/17/2020,CPEC,820,lv,.6651533,0,45.4,45.17202,45.23197,"",69704,129973
2020,Pennsylvania,10/26/2020,Donald Trump,9/8/2020,9/22/2020,Baldwin Wallace University,1012,lv,.7620288,0,44.6,44.31757,44.29129,"",69702,129962
2020,Pennsylvania,10/26/2020,Donald Trump,9/18/2020,9/20/2020,Change Research,579,lv,.6061401,0,45,44.05914,44.16636,"",69685,129907
2020,Pennsylvania,10/26/2020,Donald Trump,9/11/2020,9/16/2020,Ipsos,611,lv,.8740835,0,46,46.24298,46.25523,"",69626,129812
2020,Pennsylvania,10/26/2020,Donald Trump,9/15/2020,9/17/2020,Trafalgar Group,1006,lv,.597614,0,44.9,44.28022,44.30763,"",69568,129614
2020,Pennsylvania,10/26/2020,Donald Trump,9/8/2020,9/11/2020,Climate Nexus,659,rv,.6591295,0,43,44.41442,44.41955,"",69559,129592
2020,Pennsylvania,10/26/2020,Donald Trump,9/12/2020,9/14/2020,Redfield & Wilton Strategies,1036,lv,.7280139,0,44,45.72688,45.73091,"",69546,129564
2020,Pennsylvania,10/26/2020,Donald Trump,9/11/2020,9/15/2020,Civiqs,549,rv,.5378139,0,45,44.84805,44.84195,"",69537,129546
2020,Pennsylvania,10/26/2020,Donald Trump,9/3/2020,9/6/2020,TargetSmart/William & Mary,835,lv,.8708358,0,44,44.21311,44.18914,"",69392,129237
2020,Pennsylvania,10/26/2020,Donald Trump,8/28/2020,9/8/2020,Benenson Strategy Group/GS Strategy Group,1600,lv,2.26868,0,46,45.61369,45.5919,"",68581,128408
2020,Pennsylvania,10/26/2020,Donald Trump,8/29/2020,9/7/2020,Morning Consult,2227,lv,1.130314,0,45,44.84127,44.83463,T,68550,128327
2020,Pennsylvania,10/26/2020,Donald Trump,9/4/2020,9/6/2020,Change Research,829,lv,.7385916,0,46,45.05674,45.00475,"",68537,128312
2020,Pennsylvania,10/26/2020,Donald Trump,8/31/2020,9/7/2020,Marist College,771,lv,1.560091,0,44,44.03823,44.02998,"",68532,128302
2020,Pennsylvania,10/26/2020,Donald Trump,8/30/2020,9/3/2020,Redfield & Wilton Strategies,1053,lv,.783105,0,43,44.72186,44.69008,"",68524,128289
2020,Pennsylvania,10/26/2020,Donald Trump,8/26/2020,9/4/2020,Susquehanna Polling & Research Inc.,498,lv,.6799754,0,42,42.89846,42.85805,"",68508,128258
2020,Pennsylvania,10/26/2020,Donald Trump,8/26/2020,8/31/2020,Hodas & Associates,600,lv,.7015365,0,44.95,43.30169,43.26688,"",68484,128205
2020,Pennsylvania,10/26/2020,Donald Trump,8/28/2020,9/1/2020,Quinnipiac University,1107,lv,1.636533,0,44,45.02245,45.02444,"",68466,128167
2020,Pennsylvania,10/26/2020,Donald Trump,8/25/2020,8/27/2020,Rasmussen Reports/Pulse Opinion Research,1000,lv,1.034299,0,48.15,46.77629,46.81556,"",68461,128152
2020,Pennsylvania,10/26/2020,Donald Trump,8/28/2020,8/31/2020,Monmouth University,400,lv,.9060031,0,46.5,46.28095,46.23063,"",68319,127965
2020,Pennsylvania,10/26/2020,Donald Trump,8/21/2020,8/30/2020,Morning Consult,2158,lv,1.020746,0,45,44.84127,44.90042,T,68296,127917
2020,Pennsylvania,10/26/2020,Donald Trump,8/7/2020,8/16/2020,Morning Consult,1777,lv,1.156262,0,44,43.84172,44.17401,T,68285,127906
2020,Pennsylvania,10/26/2020,Donald Trump,8/13/2020,8/19/2020,Global Strategy Group,801,rv,.5862823,0,42.5,44.99078,45.25417,"",68264,127876
2020,Pennsylvania,10/26/2020,Donald Trump,8/20/2020,8/24/2020,GQR Research (GQRR),500,lv,.7012613,0,43,44.40089,44.54924,"",68259,127869
2020,Pennsylvania,10/26/2020,Donald Trump,8/17/2020,8/23/2020,Franklin & Marshall College,681,rv,.9141793,0,42,43.89488,44.09729,"",68221,127781
2020,Pennsylvania,10/26/2020,Donald Trump,8/21/2020,8/23/2020,Change Research,984,lv,.8284237,0,46,45.05674,45.18962,"",68208,127745
2020,Pennsylvania,10/26/2020,Donald Trump,8/16/2020,8/17/2020,Redfield & Wilton Strategies,1006,lv,.8404686,0,41,42.70912,42.96521,"",68157,127658
2020,Pennsylvania,10/26/2020,Donald Trump,8/13/2020,8/17/2020,Civiqs,617,rv,.5686046,0,44,43.84848,44.09996,"",68148,127645
2020,Pennsylvania,10/26/2020,Donald Trump,8/11/2020,8/17/2020,Muhlenberg College,416,lv,.8952302,0,45,44.77566,45.04093,"",68138,127631
2020,Pennsylvania,10/26/2020,Donald Trump,8/2/2020,8/4/2020,OnMessage Inc.,400,lv,.5514615,0,46,44.28972,44.88958,"",68115,127579
2020,Pennsylvania,10/26/2020,Donald Trump,8/7/2020,8/9/2020,Change Research,456,lv,.5562241,0,44,43.06202,43.52726,"",68015,127366
2020,Pennsylvania,10/26/2020,Donald Trump,8/8/2020,8/10/2020,Emerson College,843,lv,1.436415,0,46.69,45.18139,45.64162,"",68007,127354
2020,Pennsylvania,10/26/2020,Donald Trump,7/27/2020,8/6/2020,YouGov,742,rv,.6976734,0,41,42.60759,43.25987,"",67969,127273
2020,Pennsylvania,10/26/2020,Donald Trump,8/4/2020,8/7/2020,YouGov,1211,lv,1.211238,0,43,43.28875,43.83602,"",67962,127266
2020,Pennsylvania,10/26/2020,Donald Trump,7/21/2020,7/23/2020,Zogby Interactive/JZ Analytics,809,lv,.9108042,0,43,43.0022,43.85131,"",67916,127142
2020,Pennsylvania,10/26/2020,Donald Trump,7/17/2020,7/22/2020,Hodas & Associates,600,lv,.7015365,0,44.67,43.02311,43.92183,"",67907,127130
2020,Pennsylvania,10/26/2020,Donald Trump,7/19/2020,7/21/2020,Redfield & Wilton Strategies,1016,lv,.8434952,0,41,42.70912,43.61903,"",67841,126985
2020,Pennsylvania,10/26/2020,Donald Trump,7/20/2020,7/26/2020,Franklin & Marshall College,667,rv,.90144,0,41,42.88744,43.70963,"",67836,126979
2020,Pennsylvania,10/26/2020,Donald Trump,7/24/2020,7/26/2020,Change Research,382,lv,.4642814,0,46,45.05674,45.82268,"",67812,126906
2020,Pennsylvania,10/26/2020,Donald Trump,5/17/2020,5/26/2020,Morning Consult,2120,lv,1.211936,0,44,43.84172,44.30463,T,67801,126887
2020,Pennsylvania,10/26/2020,Donald Trump,7/17/2020,7/26/2020,Morning Consult,2092,lv,1.207903,0,42,41.84288,42.71925,T,67693,126757
2020,Pennsylvania,10/26/2020,Donald Trump,7/22/2020,7/24/2020,Gravis Marketing,1006,lv,.9798656,0,45,44.72576,45.58374,"",67659,126662
2020,Pennsylvania,10/26/2020,Donald Trump,7/18/2020,7/20/2020,Fox News/Beacon Research/Shaw & Co. Research,793,rv,1.283909,0,39,40.68595,41.63129,"",67647,126563
2020,Pennsylvania,10/26/2020,Donald Trump,7/15/2020,7/20/2020,Spry Strategies,700,lv,.7138253,0,47.76,45.43972,46.40112,"",67628,126528
2020,Pennsylvania,10/26/2020,Donald Trump,7/15/2020,7/16/2020,Rasmussen Reports/Pulse Opinion Research,750,lv,.8990448,0,46,44.63173,45.65152,"",67600,126475
2020,Pennsylvania,10/26/2020,Donald Trump,7/9/2020,7/13/2020,Monmouth University,401,lv,.9082416,0,43,42.78305,43.82896,"",67101,125391
2020,Pennsylvania,10/26/2020,Donald Trump,7/10/2020,7/12/2020,Change Research,743,lv,.675444,0,42,41.06925,42.11401,"",67091,125354
2020,Pennsylvania,10/26/2020,Donald Trump,6/29/2020,7/2/2020,Trafalgar Group,1062,lv,.6611881,0,42.7,41.47527,42.695,"",66997,125183
2020,Pennsylvania,10/26/2020,Donald Trump,6/26/2020,6/28/2020,Change Research,760,lv,.6787403,0,44,43.06202,44.32312,"",66960,125033
2020,Pennsylvania,10/26/2020,Donald Trump,6/15/2020,6/23/2020,Susquehanna Polling & Research Inc.,715,lv,.8300751,0,41,41.8947,43.15118,"",66937,124990
2020,Pennsylvania,10/26/2020,Donald Trump,6/14/2020,6/16/2020,Redfield & Wilton Strategies,1125,lv,.8741789,0,39,40.69274,41.89148,"",66907,124934
2020,Pennsylvania,10/26/2020,Donald Trump,6/8/2020,6/11/2020,Hodas & Associates,600,lv,.7015365,0,42.17,40.5388,41.60399,"",66900,124919
2020,Pennsylvania,10/26/2020,Donald Trump,6/8/2020,6/16/2020,Siena College/The New York Times Upshot,651,rv,1.211304,0,40,42.55574,43.67456,"",66896,124898
2020,Pennsylvania,10/26/2020,Donald Trump,6/12/2020,6/14/2020,Change Research,491,lv,.5354265,0,46,45.05674,46.21382,"",66830,124714
2020,Pennsylvania,10/26/2020,Donald Trump,5/29/2020,5/31/2020,Change Research,579,lv,.6270791,0,50,49.05196,49.81365,"",66714,124438
2020,Pennsylvania,10/26/2020,Donald Trump,5/10/2020,5/14/2020,Redfield & Wilton Strategies,963,lv,.8270063,0,39,40.69274,40.79728,"",66505,123929
2020,Pennsylvania,10/26/2020,Donald Trump,5/9/2020,5/13/2020,Hodas & Associates,600,lv,.7015365,0,50.5,48.8371,48.90901,"",66401,123702
2020,Pennsylvania,10/26/2020,Donald Trump,4/21/2020,4/26/2020,Harper Polling,644,lv,1.028467,0,43,43.18155,42.92411,"",66031,122477
2020,Pennsylvania,10/26/2020,Donald Trump,4/16/2020,4/18/2020,Hodas & Associates,600,lv,.7015365,0,47.5,45.84175,45.44387,"",65909,122095
2020,Pennsylvania,10/26/2020,Donald Trump,4/20/2020,4/21/2020,Public Policy Polling,1251,v,1.077893,0,44,44.73228,44.49709,"",65902,122085
2020,Pennsylvania,10/26/2020,Donald Trump,4/14/2020,4/20/2020,Susquehanna Polling & Research Inc.,693,lv,.816937,0,42,42.89846,42.50033,"",65893,121995
2020,Pennsylvania,10/26/2020,Donald Trump,4/15/2020,4/20/2020,Ipsos,578,rv,.7706307,0,40,41.55281,41.19184,"",65864,121902
2020,Pennsylvania,10/26/2020,Donald Trump,4/18/2020,4/21/2020,Fox News/Beacon Research/Shaw & Co. Research,803,rv,1.297026,0,42,43.70907,43.41594,"",65862,121895
2020,Pennsylvania,10/26/2020,Donald Trump,3/19/2020,3/21/2020,Hodas & Associates,600,lv,.7015365,0,47.17,45.51273,44.55849,"",65004,120543
2020,Pennsylvania,10/26/2020,Donald Trump,3/17/2020,3/25/2020,Baldwin Wallace University,973,rv,.7160339,0,46.5,47.55641,46.58694,"",64987,120501
2020,Pennsylvania,10/26/2020,Donald Trump,3/6/2020,3/8/2020,YouGov,725,rv,.9516797,0,40,41.60027,40.1815,"",64767,119816
2020,Pennsylvania,10/26/2020,Donald Trump,3/5/2020,3/7/2020,Optimus,533,lv,.6919979,0,45.44,45.38952,43.87605,"",64756,119787
2020,Pennsylvania,10/26/2020,Donald Trump,2/6/2020,2/18/2020,Expedition Strategies,500,rv,.6358964,0,42,43.80347,41.55909,"",64742,119728
2020,Pennsylvania,10/26/2020,Donald Trump,2/12/2020,2/20/2020,Muhlenberg College,424,rv,.7989349,0,47,48.11591,45.86526,"",64582,119069
2020,Pennsylvania,10/26/2020,Donald Trump,2/11/2020,2/20/2020,YouGov,1171,rv,1.280462,0,45,46.62833,44.41918,"",64498,118771
2020,Pennsylvania,10/26/2020,Donald Trump,2/12/2020,2/18/2020,Quinnipiac University,849,rv,1.238183,0,42,44.34536,42.12423,"",64471,118605
2020,Pennsylvania,10/26/2020,Donald Trump,12/3/2019,12/5/2019,Optimus,598,lv,.7374068,0,45.48,45.42952,44.11881,"",63028,114324
2020,Pennsylvania,10/26/2020,Donald Trump,11/4/2019,11/9/2019,Muhlenberg College,410,rv,.7743452,0,43,44.10576,43.83755,"",62621,113027
2020,Oregon,10/26/2020,Donald Trump,9/26/2020,10/24/2020,SurveyMonkey,4862,lv,.473129,.473129,37,35.30702,35.60079,T,71906,134820
2020,Oregon,10/26/2020,Donald Trump,9/25/2020,10/23/2020,SurveyMonkey,4803,lv,.0161553,.0160381,38,36.2948,36.60396,T,71839,134685
2020,Oregon,10/26/2020,Donald Trump,9/24/2020,10/22/2020,SurveyMonkey,4716,lv,.0159881,.015408,38,36.2948,36.63124,T,71778,134554
2020,Oregon,10/26/2020,Donald Trump,9/24/2020,10/21/2020,SurveyMonkey,4512,lv,0,0,38,36.2948,36.63363,T,71695,134355
2020,Oregon,10/26/2020,Donald Trump,9/23/2020,10/20/2020,SurveyMonkey,4175,lv,.0146556,.0139111,38,36.2948,36.63374,T,71582,134130
2020,Oregon,10/26/2020,Donald Trump,9/22/2020,10/19/2020,SurveyMonkey,3909,lv,.0137254,.0129285,38,36.2948,36.629,T,71480,133918
2020,Oregon,10/26/2020,Donald Trump,9/21/2020,10/18/2020,SurveyMonkey,3754,lv,.0131894,.0123279,38,36.2948,36.61998,T,71395,133734
2020,Oregon,10/26/2020,Donald Trump,9/19/2020,10/17/2020,SurveyMonkey,3689,lv,.0250527,.0232346,38,36.2948,36.61078,T,71313,133573
2020,Oregon,10/26/2020,Donald Trump,9/18/2020,10/16/2020,SurveyMonkey,3607,lv,.0122684,.011289,38,36.2948,36.60244,T,71255,133456
2020,Oregon,10/26/2020,Donald Trump,9/17/2020,10/15/2020,SurveyMonkey,3444,lv,.0117375,.0107154,38,36.2948,36.59323,T,71194,133329
2020,Oregon,10/26/2020,Donald Trump,9/17/2020,10/14/2020,SurveyMonkey,3273,lv,0,0,39,37.28352,37.57232,T,71120,133179
2020,Oregon,10/26/2020,Donald Trump,9/16/2020,10/13/2020,SurveyMonkey,3041,lv,.0107847,.009689,38,36.2948,36.56834,T,71026,132972
2020,Oregon,10/26/2020,Donald Trump,9/15/2020,10/12/2020,SurveyMonkey,2902,lv,.0103192,.0091959,38,36.2948,36.55331,T,70962,132792
2020,Oregon,10/26/2020,Donald Trump,6/8/2020,6/30/2020,SurveyMonkey,872,lv,.237913,0,39.2,37.48137,38.67834,"",70460,131314
2020,Oregon,10/26/2020,Donald Trump,7/1/2020,7/31/2020,SurveyMonkey,1890,lv,.3647078,.0629902,37.83,36.12682,37.02418,"",70410,131212
2020,Oregon,10/26/2020,Donald Trump,8/1/2020,8/31/2020,SurveyMonkey,1648,lv,.1837379,.0864021,37.69,35.98849,36.14256,"",70360,131110
2020,Oregon,10/26/2020,Donald Trump,9/1/2020,9/30/2020,SurveyMonkey,2109,lv,.0982668,.0775865,37.54,35.84031,35.82645,T,70308,131003
2020,Oregon,10/26/2020,Donald Trump,9/26/2020,9/29/2020,Civiqs,944,lv,.9385487,.8023297,39,38.58267,38.8256,"",70076,130548
2020,Oregon,10/26/2020,Donald Trump,9/3/2020,9/8/2020,DHM Research,502,lv,.7600375,.528386,39,38.92025,38.91158,"",69411,129268
2020,Oklahoma,10/26/2020,Donald Trump,9/27/2020,10/24/2020,SurveyMonkey,2762,lv,.4805354,.4323748,59,56.38884,56.49664,T,71907,134821
2020,Oklahoma,10/26/2020,Donald Trump,9/25/2020,10/23/2020,SurveyMonkey,2746,lv,.0330433,.0293636,59,56.38884,56.50246,T,71840,134686
2020,Oklahoma,10/26/2020,Donald Trump,9/25/2020,10/22/2020,SurveyMonkey,2670,lv,0,0,58,55.37904,55.50618,T,71779,134555
2020,Oklahoma,10/26/2020,Donald Trump,8/13/2020,8/31/2020,SoonerPoll.com,379,lv,.493653,.0868566,59.6,59.59281,59.65307,"",69539,134426
2020,Oklahoma,10/26/2020,Donald Trump,9/24/2020,10/21/2020,SurveyMonkey,2471,lv,.0157396,.0131105,58,55.37904,55.50779,T,71696,134356
2020,Oklahoma,10/26/2020,Donald Trump,10/15/2020,10/20/2020,SoonerPoll.com,5466,lv,1.796209,1.796209,58.5,58.49277,58.53268,"",71629,134192
2020,Oklahoma,10/26/2020,Donald Trump,9/23/2020,10/20/2020,SurveyMonkey,2380,lv,.0152391,.0125239,58,55.37904,55.5084,T,71583,134131
2020,Oklahoma,10/26/2020,Donald Trump,9/22/2020,10/19/2020,SurveyMonkey,2289,lv,.0147443,.011953,58,55.37904,55.5065,T,71481,133919
2020,Oklahoma,10/26/2020,Donald Trump,9/21/2020,10/18/2020,SurveyMonkey,2196,lv,.014241,.0113864,58,55.37904,55.50373,T,71396,133773
2020,Oklahoma,10/26/2020,Donald Trump,9/20/2020,10/17/2020,SurveyMonkey,2144,lv,.0140087,.0110447,57,54.37062,54.49361,T,71314,133574
2020,Oklahoma,10/26/2020,Donald Trump,9/19/2020,10/16/2020,SurveyMonkey,2102,lv,.0138487,.0107643,58,55.37904,55.50203,T,71256,133457
2020,Oklahoma,10/26/2020,Donald Trump,9/18/2020,10/15/2020,SurveyMonkey,2015,lv,.0133968,.0102639,58,55.37904,55.50255,T,71195,133330
2020,Oklahoma,10/26/2020,Donald Trump,9/16/2020,10/14/2020,SurveyMonkey,1882,lv,.0244024,.0184241,58,55.37904,55.50029,T,71121,133180
2020,Oklahoma,10/26/2020,Donald Trump,9/16/2020,10/13/2020,SurveyMonkey,1804,lv,0,0,59,56.38884,56.5041,T,71027,132973
2020,Oklahoma,10/26/2020,Donald Trump,9/15/2020,10/12/2020,SurveyMonkey,1683,lv,.0115613,.0084715,60,57.40004,57.50823,T,70961,132791
2020,Oklahoma,10/26/2020,Donald Trump,6/8/2020,6/30/2020,SurveyMonkey,591,lv,.2899513,0,61.4,58.81806,59.67603,"",70461,131315
2020,Oklahoma,10/26/2020,Donald Trump,7/1/2020,7/31/2020,SurveyMonkey,1410,lv,.4681363,0,64.16,61.62176,62.24377,"",70411,131213
2020,Oklahoma,10/26/2020,Donald Trump,8/1/2020,8/31/2020,SurveyMonkey,1009,lv,.5066274,.0440055,63.75,61.20457,61.24992,"",70361,131111
2020,Oklahoma,10/26/2020,Donald Trump,9/1/2020,9/30/2020,SurveyMonkey,1174,lv,.1270443,.0732839,63.08,60.52336,60.50855,T,70309,131004
2020,Oklahoma,10/26/2020,Donald Trump,9/17/2020,9/20/2020,Amber Integrated,500,lv,.6933963,.3999769,55,56.3051,56.34706,"",69956,130277
2020,Oklahoma,10/26/2020,Donald Trump,9/2/2020,9/8/2020,SoonerPoll.com,486,lv,.3154208,.1327718,59.6,59.59281,59.53741,"",68569,128391
2020,Oklahoma,10/26/2020,Donald Trump,7/29/2020,7/30/2020,DFM Research,572,lv,.6804254,0,56,57.77967,58.28476,"",67940,127200
2020,Oklahoma,10/26/2020,Donald Trump,6/3/2020,6/4/2020,Amber Integrated,500,lv,.6193416,0,55,56.3051,57.05022,"",66764,124563
2020,Oklahoma,10/26/2020,Donald Trump,3/5/2020,3/8/2020,Amber Integrated,500,lv,.6933963,0,57,58.29618,57.14946,"",64801,119941
2020,Oklahoma,10/26/2020,Donald Trump,2/10/2020,2/13/2020,Cole Hargrave Snodgrass & Associates,500,rv,.6197098,0,62,62.59361,61.23808,"",64222,118174
2020,Ohio,10/26/2020,Donald Trump,9/27/2020,10/24/2020,SurveyMonkey,7509,lv,.5893295,.1795347,51,47.70987,47.96363,T,71908,134822
2020,Ohio,10/26/2020,Donald Trump,9/26/2020,10/23/2020,SurveyMonkey,7411,lv,.0218092,.0050468,51,47.70987,47.97743,T,71841,134687
2020,Ohio,10/26/2020,Donald Trump,9/24/2020,10/22/2020,SurveyMonkey,7290,lv,.0523653,.0054568,50,46.71179,47.01401,T,71780,134556
2020,Ohio,10/26/2020,Donald Trump,9/28/2020,10/1/2020,OnMessage Inc.,800,lv,.7886974,0,47.5,45.86164,46.21974,"",71762,134454
2020,Ohio,10/26/2020,Donald Trump,8/31/2020,9/3/2020,OnMessage Inc.,800,lv,.7886974,0,50.5,48.85707,48.80426,"",71757,134449
2020,Ohio,10/26/2020,Donald Trump,9/24/2020,10/21/2020,SurveyMonkey,7033,lv,0,0,51,47.70987,48.01726,T,71697,134357
2020,Ohio,10/26/2020,Donald Trump,10/11/2020,10/20/2020,Morning Consult,2271,lv,1.120101,.8809018,49,47.8739,48.06101,T,71644,134216
2020,Ohio,10/26/2020,Donald Trump,10/17/2020,10/20/2020,Fox News/Beacon Research/Shaw & Co. Research,1018,lv,1.739048,1.739048,48,48.49924,48.5387,"",71626,134184
2020,Ohio,10/26/2020,Donald Trump,9/22/2020,10/20/2020,SurveyMonkey,6702,lv,.0570703,.0040557,51,47.70987,48.0206,T,71584,134132
2020,Ohio,10/26/2020,Donald Trump,9/21/2020,10/19/2020,SurveyMonkey,6376,lv,.0305206,.0016829,51,47.70987,48.02102,T,71482,133920
2020,Ohio,10/26/2020,Donald Trump,10/18/2020,10/19/2020,Rasmussen Reports/Pulse Opinion Research,800,lv,.92943,.92943,47,46.70927,46.74972,"",71450,133816
2020,Ohio,10/26/2020,Donald Trump,9/21/2020,10/18/2020,SurveyMonkey,6191,lv,0,0,50,46.71179,47.01998,T,71397,133737
2020,Ohio,10/26/2020,Donald Trump,9/20/2020,10/17/2020,SurveyMonkey,6090,lv,.0416958,.0010818,51,47.70987,48.01672,T,71315,133575
2020,Ohio,10/26/2020,Donald Trump,9/19/2020,10/16/2020,SurveyMonkey,6003,lv,.0527468,.0007441,51,47.70987,48.01631,T,71257,133458
2020,Ohio,10/26/2020,Donald Trump,9/18/2020,10/15/2020,SurveyMonkey,5659,lv,.0519129,.0003691,51,47.70987,48.01388,T,71196,133331
